Strategy,Date Opened,Time Opened,Opening Price,Legs,Initial Premium,No. of Contracts,P/L,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close
SAC 2/4,3/24/2025,15:45:00,490.58,1 Mar 26 484 P STO 0.98 | 1 Mar 26 496 C STO 0.88 | 1 Mar 28 484 P BTO 2.13 | 1 Mar 28 496 C BTO 2.12,-241,1,85,483.3,3/26/2025,15:30:00,-330,Exited at Specified Time
In Harm's Way - ORB,3/24/2025,11:15:00,5760.73,1 Mar 24 5760 C BTO 10.70 | 1 Mar 24 5765 C STO 7.85,-305,1,192.5,5767.57,3/24/2025,16:00:00,-500,Expired
Early Morning Fishing,3/24/2025,10:50:00,5758.37,1 Mar 24 5750 P STO 7.40 | 1 Mar 24 5745 P BTO 6.05,130,1,127.76,5767.57,3/24/2025,16:00:00,0,Expired
SAC 5/7,3/21/2025,15:00:00,478.83,1 Mar 26 487 C STO 1.15 | 1 Mar 26 469 P STO 1.48 | 1 Mar 28 487 C BTO 2.15 | 1 Mar 28 469 P BTO 2.51,-205,1,-48,491.92,3/25/2025,9:42:00,-161,Below Delta
Early Morning Fishing,3/21/2025,12:50:00,5651.12,1 Mar 21 5640 P STO 9.35 | 1 Mar 21 5635 P BTO 7.70,160,1,157.76,5667.56,3/21/2025,16:00:00,0,Expired
In Harm's Way - ORB,3/20/2025,11:15:00,5702.33,1 Mar 20 5700 C BTO 15.90 | 1 Mar 20 5705 C STO 13.20,-290,1,-292.5,5662.89,3/20/2025,16:00:00,0,Expired
Early Morning Fishing,3/20/2025,10:43:00,5708.54,1 Mar 20 5700 P STO 12.80 | 1 Mar 20 5695 P BTO 11.10,165,1,-337.24,5662.89,3/20/2025,16:00:00,500,Expired
SAC 2/4,3/17/2025,15:45:00,484.78,1 Mar 19 476 P STO 1.35 | 1 Mar 19 493 C STO 1.11 | 1 Mar 21 476 P BTO 2.62 | 1 Mar 21 493 C BTO 2.33,-251,1,-29,484.79,3/19/2025,15:09:00,-226,Below Short/Long Ratio
Early Morning Fishing,3/17/2025,13:37:00,5673.22,1 Mar 17 5665 P STO 5.65 | 1 Mar 17 5660 P BTO 4.30,130,1,127.76,5675.12,3/17/2025,16:00:00,0,Expired
In Harm's Way - ORB,3/17/2025,11:15:00,5651.43,1 Mar 17 5650 C BTO 16.20 | 1 Mar 17 5655 C STO 13.50,-290,1,207.5,5675.12,3/17/2025,16:00:00,-500,Expired
SAC 5/7,3/14/2025,15:00:00,478.78,1 Mar 19 490 C STO 1.52 | 1 Mar 19 466 P STO 1.73 | 1 Mar 21 490 C BTO 2.66 | 1 Mar 21 466 P BTO 2.77,-220,1,-43,483.33,3/19/2025,15:19:00,-181,Below Short/Long Ratio
In Harm's Way - ORB,3/14/2025,11:15:00,5610.05,1 Mar 14 5610 C BTO 18.30 | 1 Mar 14 5615 C STO 15.60,-290,1,207.5,5638.94,3/14/2025,16:00:00,-500,Expired
Early Morning Fishing,3/14/2025,11:00:00,5609.21,1 Mar 14 5600 P STO 14.60 | 1 Mar 14 5595 P BTO 12.90,165,1,162.76,5638.94,3/14/2025,16:00:00,0,Expired
SAC 2/4,3/10/2025,15:45:00,471.64,1 Mar 12 459 P STO 1.91 | 1 Mar 12 485 C STO 1.62 | 1 Mar 14 459 P BTO 3.69 | 1 Mar 14 485 C BTO 3.19,-337,1,-72,475.8,3/12/2025,14:08:00,-269,Below Short/Long Ratio
SAC 5/7,3/7/2025,15:00:00,491.02,1 Mar 12 504 C STO 1.77 | 1 Mar 12 477 P STO 2.06 | 1 Mar 14 504 C BTO 2.83 | 1 Mar 14 477 P BTO 3.26,-228,1,182,476.75,3/12/2025,15:40:00,-414,Exited at Specified Time
Charle Bronson RIC ,3/7/2025,9:32:00,5727.76,1 Mar 7 5840 C BTO 3.75 | 1 Mar 7 5615 P BTO 4.60 | 1 Mar 7 5845 C STO 3.25 | 1 Mar 7 5610 P STO 4.10,-110,1,-115,5770.2,3/7/2025,16:00:00,0,Expired
SAC The Longest Day,3/4/2025,12:00:00,493.16,1 Mar 11 470 P STO 1.82 | 1 Mar 11 513 C STO 1.46 | 1 Apr 4 470 P BTO 7.15 | 1 Apr 4 513 C BTO 6.26,-1016,1,384,475.14,3/11/2025,15:48:00,-1404,Exited at Specified Time
SAC 2/4,3/3/2025,15:45:00,494.19,1 Mar 5 483 P STO 1.73 | 1 Mar 5 505 C STO 1.39 | 1 Mar 7 483 P BTO 3.27 | 1 Mar 7 505 C BTO 2.93,-310,1,130,502.79,3/5/2025,15:30:00,-444,Exited at Specified Time
SAC The Longest Day,3/3/2025,12:00:00,508.24,1 Mar 10 488 P STO 1.55 | 1 Mar 10 525 C STO 1.08 | 1 Mar 31 488 P BTO 5.78 | 1 Mar 31 525 C BTO 4.94,-812,1,69,478.99,3/10/2025,10:18:00,-885,Put Tested
